,PassengerId,Age,Fare,FamilySize,IsMother,Ismale,Pclass_1,Pclass_2,Pclass_3,Title_Lady,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Sir,AgeState_Adult,AgeState_Child,FareBin_veryLow,FareBin_Low,FareBin_high,FareBin_veryHigh,Embarked_C,Embarked_Q,Embarked_S,SurvivedPred
70,962,24.0,7.75,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
72,964,29.0,7.925,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
74,966,35.0,211.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
75,967,32.5,211.5,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
77,969,55.0,25.7,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
79,971,24.0,7.75,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
80,972,6.0,15.2458,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
86,978,27.0,7.8792,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
87,979,18.0,8.05,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
88,980,35.0,7.75,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
89,981,2.0,23.0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
90,982,22.0,13.9,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
92,984,27.0,52.0,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
96,988,76.0,78.85,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
98,990,20.0,7.8542,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
100,992,43.0,55.4417,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
104,996,16.0,8.5167,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
111,1003,22.0,7.7792,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
112,1004,36.0,31.6792,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
113,1005,18.5,7.2833,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
114,1006,63.0,221.7792,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
117,1009,1.0,16.7,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
119,1011,29.0,26.0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
120,1012,12.0,15.75,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
122,1014,35.0,57.75,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
125,1017,17.0,16.1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
127,1019,22.0,23.25,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
138,1030,23.0,8.05,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
141,1033,33.0,151.55,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
150,1042,23.0,83.1583,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
153,1045,36.0,12.1833,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
156,1048,29.0,221.7792,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
157,1049,23.0,7.8542,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
159,1051,26.0,13.775,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
160,1052,22.0,7.7333,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
161,1053,7.0,15.2458,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
162,1054,26.0,13.5,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
165,1057,26.0,22.025,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
168,1060,35.0,27.7208,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
169,1061,22.0,8.9625,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
175,1067,15.0,39.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
176,1068,20.0,36.75,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
178,1070,36.0,39.0,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
179,1071,64.0,83.1583,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
182,1074,18.0,53.1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
184,1076,27.0,247.5208,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
186,1078,21.0,21.0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
192,1084,11.5,14.5,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
194,1086,8.0,32.5,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
196,1088,6.0,134.5,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
197,1089,18.0,7.775,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
199,1091,35.0,8.1125,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
200,1092,22.0,15.5,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
201,1093,0.33,14.4,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
202,1094,47.0,227.525,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
203,1095,8.0,26.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
206,1098,35.0,7.75,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
208,1100,33.0,27.7208,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
213,1105,60.0,26.0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
216,1108,22.0,7.8792,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
218,1110,50.0,211.5,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
220,1112,30.0,13.8583,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
222,1114,22.0,10.5,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
224,1116,53.0,27.4458,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
225,1117,35.0,15.2458,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
227,1119,22.0,7.75,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
231,1123,21.0,26.55,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
238,1130,18.0,13.0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
239,1131,48.0,106.425,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
240,1132,55.0,27.7208,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
241,1133,45.0,30.0,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
244,1136,4.0,23.45,4,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
246,1138,22.0,21.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
248,1140,29.0,26.0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
249,1141,35.0,14.4542,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
250,1142,0.92,27.75,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
258,1150,19.0,13.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
262,1154,29.0,23.0,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
263,1155,1.0,12.1833,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
268,1160,22.0,8.05,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
272,1164,26.0,136.7792,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
273,1165,22.0,15.5,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
275,1167,20.0,26.0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
280,1172,23.0,8.6625,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
281,1173,0.75,13.775,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
282,1174,22.0,7.75,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
283,1175,9.0,15.2458,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
284,1176,2.0,20.2125,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
291,1183,30.0,6.95,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
296,1188,1.0,41.5792,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
304,1196,22.0,7.75,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
305,1197,64.0,26.55,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
307,1199,0.83,9.35,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
309,1201,45.0,14.1083,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
313,1205,37.0,7.75,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
314,1206,55.0,135.6333,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
315,1207,17.0,7.7333,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
324,1216,39.0,211.3375,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
326,1218,12.0,39.0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
330,1222,48.0,36.75,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
333,1225,19.0,15.7417,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
339,1231,4.0,7.2292,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
343,1235,58.0,512.3292,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
344,1236,4.0,14.5,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
345,1237,16.0,7.65,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
347,1239,38.0,7.2292,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
349,1241,31.0,21.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
350,1242,45.0,63.3583,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
354,1246,0.17,20.575,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
356,1248,59.0,51.4792,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
359,1251,30.0,15.55,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
361,1253,24.0,37.0042,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
362,1254,31.0,21.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
364,1256,25.0,55.4417,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
367,1259,22.0,39.6875,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
368,1260,45.0,59.4,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
371,1263,31.0,134.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
374,1266,54.0,81.8583,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
375,1267,45.0,262.375,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
382,1274,35.0,14.5,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
383,1275,19.0,16.1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
385,1277,24.0,65.0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
391,1283,51.0,39.4,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
392,1284,13.0,20.25,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
395,1287,18.0,60.0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
397,1289,48.0,79.2,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
400,1292,30.0,164.8667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
402,1294,22.0,59.4,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
403,1295,17.0,47.1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
408,1300,22.0,7.7208,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
409,1301,3.0,13.775,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
410,1302,22.0,7.75,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
411,1303,37.0,90.0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
412,1304,28.0,7.775,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
414,1306,39.0,108.9,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
417,1309,4.0,22.3583,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
